title,magnitude,date,time,cdi,mmi,alert,tsunami,sig,dmin,gap,depth,latitude,longitude,location,continent,country
M 7.1,7.1,14/05/2021,6:34:00 AM,0,7,green,0,776,0,0,85.7,13.088,144.619,Merizo Village- Guam,Oceania,USA
M 6.7,6.7,12/6/2021,2:05:00 AM,0,7,green,0,691,0,0,62,-27.535,-70.586,Copiapó- Chile,South America,Chile
M 6.8,6.8,25/04/2021,10:29:00 PM,0,6,green,0,711,0,0,24.9,16.985,-100.865,Nuxco- Mexico,North America,Mexico
M 7.1,7.1,24/04/2021,12:24:00 AM,0,6,green,0,776,0,0,32.8,24.279,122.179,Hualien City- Taiwan,Asia,Taiwan
M 6.5,6.5,20/03/2021,9:10:00 AM,0,5,green,0,650,0,0,125.1,-21.663,-68.329,Calama- Chile,South America,Chile
M 7.5,7.5,16/03/2021,6:39:00 PM,0,7,green,0,865,0,0,31,6.033,124.249,Mindanao- Philippines,Asia,Philippines
M 7.4,7.4,4/3/2021,11:12:00 AM,0,5,green,0,842,0,0,225.6,36.502,70.482,Jurm- Afghanistan,Asia,Afghanistan
M 6.6,6.6,4/3/2021,11:12:00 AM,0,6,green,0,670,0,0,39,-5.345,151.248,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,4/3/2021,11:12:00 AM,0,7,green,0,650,0,0,5,38.573,31.271,Sultanda??- Turkey,Asia,Turkey
M 6.7,6.7,4/3/2021,11:12:00 AM,0,8,green,0,691,0,0,11,-3.212,142.427,Aitape- Papua New Guinea,Oceania,Papua New Guinea
M 6.6,6.6,13/02/2021,2:08:00 PM,0,6,green,0,670,0,0,10,-17.664,168.004,Port-Vila- Vanuatu,Oceania,Vanuatu
M 7.2,7.2,10/3/2021,1:19:00 AM,0,6,green,0,798,0,0,21,-17.6,167.856,Port-Vila- Vanuatu,Oceania,Vanuatu
M 6.8,6.8,23/01/2021,11:37:00 PM,0,7,green,0,711,0,0,16,-9.613,159.53,Malango- Solomon Islands,Oceania,Solomon Islands
M 6.8,6.8,21/01/2021,12:24:00 PM,0,5,green,0,711,0,0,14,23.954,122.734,Yonakuni- Japan,Asia,Japan
M 6.5,6.5,11/2/2021,9:32:00 AM,0,5,green,0,650,0,0,123.8,39.402,141.089,Hanamaki- Japan,Asia,Japan
M 7.8,7.8,27/12/2020,9:40:00 PM,0,9,green,0,936,0,0,10,35.946,90.541,Southern Qinghai- China,Asia,China
M 7.0,7,30/10/2020,11:52:00 AM,0,7,green,0,754,0,0,33,-5.912,150.196,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 7.5,7.5,19/10/2020,8:55:00 PM,0,6,green,0,865,0,0,33,-4.102,123.907,Kendari- Indonesia,Asia,Indonesia
M 7.0,7,1/8/2020,11:09:00 AM,0,6,green,0,754,0,0,37,12.686,144.98,Inarajan Village- Guam,Oceania,USA
M 6.5,6.5,1/7/2020,6:09:00 AM,0,6,green,0,650,0,0,33,-0.578,133.13,Manokwari- Indonesia,Asia,Indonesia
M 6.6,6.6,21/08/2020,4:10:00 AM,6,6,green,0,754,0,0,131.8,58.775,-154.701,Kokhanok- Alaska,North America,USA
M 6.5,6.5,18/08/2020,10:17:00 PM,0,8,green,0,650,0,0,10,39.059,24.244,Skýros- Greece,Europe,Greece
M 7.6,7.6,18/08/2020,10:11:00 PM,0,7,green,0,889,0,0,33,-17.543,-72.077,Punta de Bombón- Peru,South America,Peru
M 6.6,6.6,18/08/2020,12:04:00 AM,0,7,green,0,670,0,0,62,-16.086,-73.987,Achanizo- Peru,South America,Peru
M 6.7,6.7,22/07/2020,6:13:00 AM,0,6,green,0,691,0,0,24,-17.745,-71.649,Pacocha- Peru,South America,Peru
M 8.4,8.4,17/07/2020,2:51:00 AM,0,8,green,0,1086,0,0,33,-16.265,-73.641,Atico- Peru,South America,Peru
M 6.7,6.7,6/8/2020,10:54:00 AM,0,6,green,0,691,0,0,17,-7.41,155.865,Panguna- Papua New Guinea,Oceania,Solomon Islands
M 6.8,6.8,23/06/2020,3:30:00 PM,0,7,green,0,711,0,0,50,34.083,132.526,Kure- Japan,Asia,Japan
M 6.5,6.5,18/06/2020,12:50:00 PM,0,6,green,0,650,0,0,33,-4.029,128.02,Ambon- Indonesia,Asia,Indonesia
M 6.8,6.8,13/06/2020,3:52:00 PM,7,7,green,0,1441,0,31,51.798,47.149,-122.727,Longbranch- Washington,North America,USA
M 7.1,7.1,3/7/2020,7:35:00 AM,0,7,green,0,776,0,0,35,1.271,126.249,Ternate- Indonesia,Asia,Indonesia
M 7.4,7.4,15/05/2020,11:04:00 AM,0,6,green,0,842,0,0,36,-4.68,102.562,Bengkulu- Indonesia,Asia,Indonesia
M 6.6,6.6,12/5/2020,10:41:00 AM,0,8,green,0,670,0,0,10,13.671,-88.938,Cojutepeque- El Salvador,Central America,El Salvador
M 7.7,7.7,6/5/2020,1:53:00 AM,0,9,green,0,912,0,0,16,23.419,70.232,Bhach?u- India,Asia,India
M 6.9,6.9,2/5/2020,12:51:00 PM,0,6,green,0,732,0,0,28,-4.022,101.776,Bengkulu- Indonesia,Asia,Indonesia
M 7.7,7.7,31/03/2020,11:53:00 PM,0,8,green,0,912,0,0,60,13.049,-88.66,Puerto El Triunfo- El Salvador,Central America,El Salvador
M 6.9,6.9,25/03/2020,2:50:00 AM,5,7,green,0,745,0,0,36.4,56.7744,-153.281,Old Harbor- Alaska,North America,USA
M 7.1,7.1,13/02/2020,10:34:00 AM,0,7,green,0,776,0,0,103,-14.928,167.17,Port-Olry- Vanuatu,Oceania,Vanuatu
M 6.8,6.8,28/01/2020,7:11:00 PM,0,5,green,0,711,0,0,33,6.631,126.899,Mindanao- Philippines,Asia,Philippines
M 7.5,7.5,24/01/2020,5:56:00 PM,0,7,green,0,865,0,0,33,6.898,126.579,Lukatan- Philippines,Asia,Philippines
