title,magnitude,date,time,cdi,mmi,alert,tsunami,sig,dmin,gap,depth,latitude,longitude,location,continent,country
M 7.1,7.1,25/10/2013,5:10:00 PM,6,4,green,1,872,3.968,10,35,37.1557,144.661,off the east coast of Honshu- Japan,Asia,Japan
M 6.6,6.6,19/10/2013,5:54:00 PM,8,5,green,1,692,1.98,44,9.45,26.0913,-110.321,Etchoropo- Mexico,North America,Mexico
M 6.8,6.8,16/10/2013,10:30:00 AM,0,6,green,1,711,5.79,9,35,-6.4456,154.931,Panguna- Papua New Guinea,Oceania,Papua New Guinea
M 7.1,7.1,15/10/2013,12:12:00 AM,9,8,orange,1,1092,3.144,12,19.04,9.8796,124.117,Sagbayan- Philippines,Asia,Philippines
M 6.6,6.6,12/10/2013,1:11:00 AM,5,6,yellow,0,691,1.984,40,40,35.5142,23.2523,Kíssamos- Greece,Europe,Greece
M 6.7,6.7,1/10/2013,3:38:00 AM,0,3,green,0,691,2.958,11,573,53.1995,152.786,Okhotsk,Asia,Russia
M 6.5,6.5,30/09/2013,5:55:00 AM,0,4,green,1,650,1.709,21,41.54,-30.9255,-178.323,Kermadec Islands- New Zealand,Oceania,New Zealand
M 6.8,6.8,28/09/2013,7:34:00 AM,7,7,orange,0,1005,7.359,17,12,27.1825,65.5052,Khuzdar- Pakistan,Asia,Pakistan
M 7.1,7.1,25/09/2013,4:42:00 PM,8,7,green,1,843,4.446,17,40,-15.8385,-74.5112,Atiquipa- Peru,South America,Peru
M 7.7,7.7,24/09/2013,11:29:00 AM,5,8,red,0,2015,7.241,17,15,26.951,65.5009,Bela- Pakistan,Asia,Pakistan
M 6.5,6.5,4/9/2013,2:32:00 AM,0,6,green,1,650,0.735,24,20,51.5573,-174.767,Atka- Alaska,North America,USA
M 6.5,6.5,4/9/2013,12:18:00 PM,5,3,green,0,739,3.276,26,402,29.9377,138.833,Izu Islands- Japan region,Asia,Japan
M 6.5,6.5,1/9/2013,11:52:00 AM,4,5,green,0,668,3.097,11,112,-7.44,128.221,Lospalos- Timor Leste,Oceania,Indonesia
M 7.0,7,30/08/2013,4:25:00 PM,5,6,green,0,758,0.624,53,29,51.537,-175.23,Atka- Alaska,North America,USA
M 6.5,6.5,16/08/2013,2:31:00 AM,9,7,yellow,1,690,0,0,8.2,-41.734,174.152,Blenheim- New Zealand,Oceania,New Zealand
M 6.7,6.7,13/08/2013,3:43:00 PM,4,5,green,1,715,3.741,22,12,5.7732,-78.1999,Bahía Solano- Colombia,South America,Colombia
M 6.5,6.5,21/07/2013,5:09:00 AM,6,7,yellow,1,693,0,20,17,-41.704,174.337,Blenheim- New Zealand,Oceania,New Zealand
M 7.3,7.3,15/07/2013,2:03:00 PM,0,6,green,1,820,0,43,11,-60.857,-25.07,South Sandwich Islands region,Europe,United Kingdom
M 6.6,6.6,7/7/2013,8:30:00 AM,4,6,green,0,674,0,14,56,-6.029,149.706,Kandrian- Papua New Guinea,Oceania,Papua New Guinea
M 7.3,7.3,7/7/2013,6:35:00 AM,0,4,green,1,820,0,24,385.5,-3.917,153.927,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,15/06/2013,5:34:00 PM,5,6,green,1,679,0,27,30,11.763,-86.926,Masachapa- Nicaragua,Central America,Nicaragua
M 6.7,6.7,13/06/2013,4:47:00 PM,5,4,green,0,710,0,24,9,-10.004,107.236,Java- Indonesia,Asia,Indonesia
M 6.7,6.7,24/05/2013,2:56:00 PM,0,3,green,1,691,0,25.2,624,52.235,151.444,Okhotsk,Asia,Russia
M 8.3,8.3,24/05/2013,5:44:00 AM,5,5,green,1,1115,0,10,598.1,54.892,153.221,Okhotsk,Asia,Russia
M 7.4,7.4,23/05/2013,5:19:00 PM,0,6,green,1,842,0,16,173.7,-23.009,-177.232,Vaini- Tonga,Oceania,Tonga
M 6.8,6.8,14/05/2013,12:32:00 AM,0,3,green,0,711,0,18,602.2,18.728,145.288,Pagan region- Northern Mariana Islands,Oceania,Philippines
M 6.5,6.5,23/04/2013,11:14:00 PM,0,6,green,1,650,0,16.6,10,-3.898,152.127,Rabaul- Papua New Guinea,Oceania,Papua New Guinea
M 6.6,6.6,20/04/2013,12:02:00 AM,8,8,red,0,2083,0,12.6,14,30.308,102.888,Linqiong- China,Asia,China
M 7.2,7.2,19/04/2013,3:05:00 AM,5,7,green,1,804,0,10.1,110,46.221,150.788,Kuril?sk- Russia,Asia,Russia
M 6.6,6.6,16/04/2013,10:55:00 PM,7,7,green,1,672,0,11,13,-3.214,142.542,Aitape- Papua New Guinea,Oceania,Papua New Guinea
M 7.7,7.7,16/04/2013,10:44:00 AM,8,8,yellow,0,1421,0,26.6,80,28.033,61.996,Kh?sh- Iran,Asia,Iran
M 6.6,6.6,14/04/2013,1:32:00 AM,0,5,green,1,670,0,11.5,31,-6.475,154.607,Panguna- Papua New Guinea,Oceania,Papua New Guinea
M 7.0,7,6/4/2013,4:42:00 AM,3,7,green,1,755,0,11.4,66,-3.517,138.476,Abepura- Indonesia,Asia,Indonesia
M 6.5,6.5,10/3/2013,10:51:00 AM,0,6,green,1,650,0,14.2,28,-6.598,148.174,Finschhafen- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,1/3/2013,1:20:00 AM,3,6,green,0,651,0,20.7,29,50.958,157.408,Ozernovskiy- Russia,Asia,Russia
M 6.9,6.9,28/02/2013,2:05:00 PM,5,6,green,1,736,0,20.7,41,50.954,157.283,Ozernovskiy- Russia,Asia,Russia
M 6.6,6.6,14/02/2013,1:13:00 PM,0,7,green,1,670,0,15.3,11,67.631,142.508,Belaya Gora- Russia,Asia,Russia
M 6.6,6.6,9/2/2013,9:02:00 AM,0,6,green,1,670,0,16.6,18,-10.994,165.741,Lata- Solomon Islands,Oceania,Solomon Islands
M 6.9,6.9,9/2/2013,2:16:00 AM,5,5,green,1,904,0,23.7,145,1.135,-77.393,Yacuanquer- Colombia,South America,Colombia
M 7.1,7.1,8/2/2013,3:26:00 AM,9,6,green,1,780,0,16.5,21,-10.928,166.018,Lata- Solomon Islands,Oceania,Solomon Islands
M 6.8,6.8,8/2/2013,11:12:00 AM,0,7,green,1,711,0,17.5,12,-10.838,165.969,Lata- Solomon Islands,Oceania,Solomon Islands
M 6.7,6.7,7/2/2013,6:59:00 AM,0,6,green,1,691,0,26.5,11,-10.997,165.655,Lata- Solomon Islands,Oceania,Solomon Islands
M 7.0,7,6/2/2013,1:54:00 AM,0,6,green,0,754,0,17.5,8.8,-10.499,165.588,Lata- Solomon Islands,Oceania,Solomon Islands
M 7.1,7.1,6/2/2013,1:23:00 AM,0,5,green,0,776,0,18.4,10,-11.183,164.882,Lata- Solomon Islands,Oceania,Solomon Islands
M 8.0,8,6/2/2013,1:12:00 AM,8,7,green,1,993,0,20.9,24,-10.799,165.114,Lata- Solomon Islands,Oceania,Solomon Islands
M 6.9,6.9,2/2/2013,2:17:00 AM,6,7,yellow,0,814,0,28,107,42.77,143.092,Obihiro- Japan,Asia,Japan
M 6.8,6.8,30/01/2013,8:15:00 PM,6,7,green,0,771,0,19.3,45,-28.094,-70.653,Vallenar- Chile,South America,Chile
M 7.5,7.5,5/1/2013,8:58:00 AM,6,6,green,0,1425,0,0,8.7,55.228,-134.859,Edna Bay- Alaska,North America,USA
M 6.7,6.7,21/12/2012,10:28:00 PM,0,4,green,0,691,0,13.7,200.7,-14.344,167.286,Sola- Vanuatu,Oceania,Vanuatu
M 7.1,7.1,10/12/2012,4:53:00 AM,5,5,green,0,843,0,8.7,155,-6.533,129.825,Banda Sea,Asia,Indonesia
M 7.3,7.3,7/12/2012,8:18:00 AM,6,5,green,0,1014,0,14.8,31,37.89,143.949,?funato- Japan,Asia,Japan
M 6.5,6.5,11/11/2012,10:14:00 AM,4,5,green,0,708,0,57.3,20,14.129,-92.164,Champerico- Guatemala,Central America,Guatemala
M 6.8,6.8,11/11/2012,1:12:00 AM,7,6,green,0,795,0,13.7,13.7,23.005,95.885,Shwebo- Myanmar,Asia,Myanmar
M 7.4,7.4,7/11/2012,4:35:00 AM,8,7,yellow,0,1455,0,25.5,24,13.988,-91.895,Champerico- Guatemala,Central America,Guatemala
M 7.8,7.8,28/10/2012,3:04:00 AM,8,7,green,0,1726,0,42.7,14,52.788,-132.101,Prince Rupert- Canada,North America,Canada
M 6.5,6.5,24/10/2012,12:45:00 AM,6,6,green,0,745,0,34.4,17,10.086,-85.298,Costa Rica,Central America,Costa Rica
M 6.6,6.6,12/10/2012,12:31:00 PM,3,5,green,0,675,0,17.7,13,-4.892,134.03,Tual- Indonesia,Asia,Indonesia
M 7.3,7.3,30/09/2012,4:31:00 PM,7,6,green,0,1221,0,15.5,170,1.929,-76.362,San Agustín- Colombia,South America,Colombia
M 7.6,7.6,5/9/2012,2:42:00 AM,8,7,green,0,1555,0,34.3,35,10.085,-85.315,Hojancha- Costa Rica,Central America,Costa Rica
M 7.6,7.6,31/08/2012,12:47:00 PM,8,5,green,0,1115,0,10.2,28,10.811,126.638,Sulangan- Philippines,Asia,Philippines
M 7.3,7.3,27/08/2012,4:37:00 AM,5,5,green,0,994,0,37,28,12.139,-88.59,Puerto El Triunfo- El Salvador,Central America,El Salvador
M 6.6,6.6,26/08/2012,3:05:00 PM,4,5,green,0,678,0,14.6,91.1,2.19,126.837,Tobelo- Indonesia,Asia,Indonesia
M 7.7,7.7,14/08/2012,2:59:00 AM,7,4,green,0,941,0,13.8,583.2,49.8,145.064,Poronaysk- Russia,Asia,Russia
M 6.5,6.5,28/07/2012,8:03:00 PM,5,6,green,0,653,0,11.7,41,-4.651,153.173,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 6.6,6.6,28/04/2012,10:08:00 AM,4,5,green,0,675,0,15.7,134.7,-18.685,-174.705,Neiafu- Tonga,Oceania,Tonga
M 6.7,6.7,21/04/2012,1:16:00 AM,0,7,green,0,691,0,15.4,16,-1.617,134.276,Manokwari- Indonesia,Asia,Indonesia
M 6.8,6.8,17/04/2012,7:13:00 AM,6,5,green,0,732,0,12.6,198,-5.462,147.117,Lae- Papua New Guinea,Oceania,Papua New Guinea
M 6.7,6.7,17/04/2012,3:50:00 AM,0,7,green,0,691,0,26.9,29,-32.625,-71.365,Hacienda La Calera- Chile,South America,Chile
M 7.0,7,12/4/2012,7:15:00 AM,7,7,yellow,0,1000,0,95.9,13,28.696,-113.104,San Luis- Mexico,North America,Mexico
M 6.5,6.5,11/4/2012,10:55:00 AM,7,6,green,0,1171,0,54.1,20,18.229,-102.689,El Habillal- Mexico,North America,Mexico
M 8.2,8.2,11/4/2012,10:43:00 AM,9,6,green,0,1213,0,14.9,25.1,0.802,92.463,off the west coast of northern Sumatra,Asia,Indonesia
M 8.6,8.6,11/4/2012,8:38:00 AM,9,7,yellow,0,2048,0,16.6,20,2.327,93.063,off the west coast of northern Sumatra,Asia,Indonesia
M 7.1,7.1,25/03/2012,10:37:00 PM,7,7,yellow,0,1496,0,15.2,40.7,-35.2,-72.217,Constitución- Chile,South America,Chile
M 6.6,6.6,21/03/2012,10:15:00 PM,6,6,green,0,709,0,10.1,118,-6.242,145.955,Kainantu- Papua New Guinea,Oceania,Papua New Guinea
M 7.4,7.4,20/03/2012,6:02:00 PM,9,8,yellow,0,1752,0,37.9,20,16.493,-98.231,Santiago Llano Grande- Mexico,North America,Mexico
M 6.7,6.7,26/02/2012,6:17:00 AM,7,7,yellow,0,833,0,13.4,12,51.708,95.991,Saryg-Sep- Russia,Asia,Russia
M 6.7,6.7,6/2/2012,3:49:00 AM,9,7,green,0,1551,0,11.1,11,9.999,123.206,Jimalalud- Philippines,Asia,Philippines
M 7.1,7.1,2/2/2012,1:34:00 AM,5,5,green,0,793,0,12,23,-17.827,167.133,Port-Vila- Vanuatu,Oceania,Vanuatu
M 7.2,7.2,10/1/2012,6:36:00 AM,4,4,green,0,838,0,17,19,2.433,93.21,off the west coast of northern Sumatra,Asia,Indonesia
M 6.6,6.6,27/12/2011,3:21:00 PM,0,7,green,0,670,0,17.6,15,51.842,95.911,Saryg-Sep- Russia,Asia,Russia
M 7.1,7.1,14/12/2011,5:04:00 AM,6,6,green,0,834,0,10.6,135,-7.551,146.809,Wau- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,11/12/2011,1:47:00 AM,8,7,yellow,0,1400,0,38.6,59,17.986,-99.789,Nuevo Balsas- Mexico,North America,Mexico
M 6.9,6.9,28/10/2011,6:54:00 PM,6,7,yellow,0,847,0,46.5,24,-14.438,-75.966,Santiago- Peru,South America,Peru
M 7.1,7.1,23/10/2011,10:41:00 AM,9,9,red,0,1096,0,19.7,18,38.721,43.508,Van- Turkey,Asia,Turkey
M 6.5,6.5,14/10/2011,3:35:00 AM,3,6,green,0,655,0,12.6,37,-6.57,147.881,Finschhafen- Papua New Guinea,Oceania,Papua New Guinea
M 6.9,6.9,18/09/2011,12:40:00 PM,8,8,orange,0,1562,0,13,50,27.73,88.155,Mangan- India,Asia,India
M 6.7,6.7,16/09/2011,7:26:00 PM,5,5,green,0,712,0,10.9,30,40.273,142.779,Miyako- Japan,Asia,Japan
M 6.7,6.7,5/9/2011,5:55:00 AM,5,6,green,0,915,0,15.3,91,2.965,97.893,Kabanjahe- Indonesia,Asia,Indonesia
M 7.0,7,3/9/2011,10:55:00 AM,7,5,green,0,761,0,15.3,185.1,-20.671,169.716,Isangel- Vanuatu,Oceania,Vanuatu
M 7.0,7,24/08/2011,5:46:00 PM,6,6,green,0,913,0,26.9,147,-7.641,-74.525,Contamana- Peru,South America,Peru
M 7.1,7.1,20/08/2011,6:19:00 PM,5,6,green,0,787,0,12.3,28,-18.311,168.218,Port-Vila- Vanuatu,Oceania,Vanuatu
M 6.5,6.5,20/08/2011,5:13:00 PM,0,5,green,0,650,0,15,35,-18.308,168.156,Port-Vila- Vanuatu,Oceania,Vanuatu
M 7.2,7.2,20/08/2011,4:55:00 PM,8,6,green,0,813,0,18.4,32,-18.365,168.143,Port-Vila- Vanuatu,Oceania,Vanuatu
M 6.6,6.6,31/07/2011,11:38:00 PM,3,6,green,0,674,0,16.6,10,-3.518,144.828,Angoram- Papua New Guinea,Oceania,Papua New Guinea
M 7.6,7.6,6/7/2011,7:03:00 AM,3,7,green,0,893,0,33.5,17,-29.539,-176.34,Kermadec Islands region,Oceania,New Zealand
M 6.7,6.7,22/06/2011,9:50:00 PM,6,6,green,0,749,0,24.9,33,39.955,142.205,Miyako- Japan,Asia,Japan
M 6.8,6.8,10/5/2011,8:55:00 AM,4,5,green,0,734,0,12.5,11,-20.244,168.226,Wé- New Caledonia,Oceania,New Caledonia
M 6.8,6.8,23/04/2011,4:16:00 AM,5,6,green,0,719,0,13,79,-10.375,161.2,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.6,6.6,11/4/2011,8:16:00 AM,7,7,yellow,0,822,0,10.1,11,37.001,140.401,Ishikawa- Japan,Asia,Japan
M 7.1,7.1,7/4/2011,2:32:00 AM,8,8,yellow,0,1114,0,17.7,42,38.276,141.588,Ishinomaki- Japan,Asia,Japan
M 6.6,6.6,7/4/2011,1:11:00 AM,7,6,green,0,897,0,37.2,166.2,17.208,-94.338,Helio García Alfaro- Mexico,North America,Mexico
M 6.9,6.9,24/03/2011,1:55:00 PM,7,9,yellow,0,1154,0,18.2,8,20.687,99.822,Tachilek- Myanmar,Asia,Myanmar
M 6.6,6.6,11/3/2011,11:36:00 AM,6,5,green,0,673,0,9.5,25.7,39.241,142.463,?tsuchi- Japan,Asia,Japan
M 6.5,6.5,11/3/2011,8:19:00 AM,0,4,green,0,650,0,18.7,6.8,36.166,141.562,Hasaki- Japan,Asia,Japan
M 7.7,7.7,11/3/2011,6:25:00 AM,7,4,green,0,931,0,10.8,18.6,38.058,144.59,Kamaishi- Japan,Asia,Japan
M 7.9,7.9,11/3/2011,6:15:00 AM,8,7,yellow,0,1140,0,48.4,42.6,36.281,141.111,?arai- Japan,Asia,Japan
M 9.1,9.1,11/3/2011,5:46:00 AM,9,8,orange,0,2184,0,9.5,29,38.297,142.373,2011 Great Tohoku Earthquake- Japan,Asia,Japan
M 7.3,7.3,9/3/2011,2:45:00 AM,5,5,green,0,972,0,17.4,32,38.435,142.842,?funato- Japan,Asia,Japan
M 6.7,6.7,14/02/2011,3:40:00 AM,5,6,green,0,731,0,33.9,21,-35.38,-72.834,Constitución- Chile,South America,Chile
M 6.9,6.9,11/2/2011,8:05:00 AM,7,7,yellow,0,988,0,34.7,26,-36.422,-72.96,Tomé- Chile,South America,Chile
M 7.2,7.2,18/01/2011,8:23:00 PM,7,7,yellow,0,1449,0,25.3,68,28.777,63.951,Dalbandin- Pakistan,Asia,Pakistan
M 7.0,7,13/01/2011,4:16:00 PM,2,5,green,0,755,0,13.3,9,-20.628,168.471,Tadine- New Caledonia,Oceania,New Caledonia
M 7.2,7.2,2/1/2011,8:20:00 AM,8,7,yellow,0,1054,0,30.1,24,-38.355,-73.326,Carahue- Chile,South America,Chile
M 7.3,7.3,25/12/2010,1:16:00 PM,0,5,green,0,820,0,12,16,-19.702,167.947,Isangel- Vanuatu,Oceania,Vanuatu
M 6.7,6.7,20/12/2010,6:41:00 PM,3,7,green,0,708,0,24.3,12,28.412,59.18,Bam- Iran,Asia,Iran
M 6.6,6.6,2/12/2010,3:12:00 AM,0,6,green,0,670,0,18.5,33,-6.001,149.977,Kandrian- Papua New Guinea,Oceania,Papua New Guinea
M 7.8,7.8,25/10/2010,2:42:00 PM,4,7,green,0,946,0,23,20.1,-3.487,100.082,Sungai Penuh- Indonesia,Asia,Indonesia
M 6.7,6.7,21/10/2010,5:53:00 PM,5,5,green,0,776,0,50.3,13,24.696,-109.156,El Huitusi- Mexico,North America,Mexico
M 7.0,7,29/09/2010,5:11:00 PM,8,5,green,0,772,0,15.1,26,-4.963,133.76,Papua- Indonesia,Asia,Indonesia
M 7.0,7,3/9/2010,4:35:00 AM,8,8,yellow,0,1245,0,15.8,12,-43.522,171.83,Methven- New Zealand,Oceania,New Zealand
M 7.1,7.1,12/8/2010,11:54:00 AM,6,5,green,0,945,0,12.4,206.7,-1.266,-77.306,Ecuador,South America,Ecuador
M 7.3,7.3,10/8/2010,5:23:00 AM,7,7,yellow,0,850,0,20.2,25,-17.541,168.069,Port-Vila- Vanuatu,Oceania,Vanuatu
M 7.0,7,4/8/2010,10:01:00 AM,4,6,green,0,757,0,12.7,44,-5.746,150.765,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.5,6.5,4/8/2010,7:15:00 AM,5,4,green,0,659,0,11.1,220,-5.486,146.822,Madang- Papua New Guinea,Oceania,Papua New Guinea
M 7.6,7.6,23/07/2010,10:51:00 PM,5,3,green,0,902,0,15.1,578,6.497,123.48,Bantogon- Philippines,Asia,Philippines
M 7.3,7.3,18/07/2010,1:34:00 PM,8,7,yellow,0,831,0,18.2,35,-5.931,150.59,New Britain region- Papua New Guinea,Oceania,Papua New Guinea
M 6.9,6.9,18/07/2010,1:04:00 PM,4,7,green,0,737,0,15.7,28,-5.966,150.428,Kimbe- Papua New Guinea,Oceania,Papua New Guinea
M 6.6,6.6,14/07/2010,8:32:00 AM,6,7,yellow,0,753,0,52.8,22,-38.067,-73.31,CaĄete- Chile,South America,Chile
M 6.7,6.7,26/06/2010,5:30:00 AM,5,6,green,0,696,0,18.7,35,-10.627,161.447,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 6.6,6.6,16/06/2010,3:58:00 AM,0,7,green,0,670,0,25,10.5,-2.329,136.484,Biak- Indonesia,Asia,Indonesia
M 7.0,7,16/06/2010,3:16:00 AM,3,7,green,0,755,0,18.1,18,-2.174,136.543,Biak- Indonesia,Asia,Indonesia
M 7.5,7.5,12/6/2010,7:26:00 AM,6,5,green,0,1144,0,18.6,35,7.881,91.936,Nicobar Islands- India region,Asia,India
M 7.2,7.2,27/05/2010,5:14:00 PM,5,6,green,0,804,0,11.7,31,-13.698,166.643,Sola- Vanuatu,Oceania,Vanuatu
M 7.2,7.2,9/5/2010,5:59:00 AM,5,6,green,0,918,0,20.6,38,3.748,96.018,Meulaboh- Indonesia,Asia,Indonesia
M 6.9,6.9,13/04/2010,11:49:00 PM,6,9,yellow,0,773,0,14.9,17,33.165,96.548,Qamdo- China,Asia,China
M 6.9,6.9,11/4/2010,9:40:00 AM,4,5,green,0,740,0,12.1,21,-10.878,161.116,Kirakira- Solomon Islands,Oceania,Solomon Islands
M 7.8,7.8,6/4/2010,10:15:00 AM,0,7,green,0,936,0,19.2,31,2.383,97.048,Sinabang- Indonesia,Asia,Indonesia
M 7.2,7.2,4/4/2010,10:40:00 AM,9,9,red,0,2910,0.5137,239,9.987,32.2862,-115.295,Delta- B.C.- MX,North America,Mexico
M 6.6,6.6,30/03/2010,4:54:00 PM,5,6,yellow,0,701,0,16.7,34,13.667,92.831,Bamboo Flat- India,Asia,India
M 6.7,6.7,16/03/2010,2:21:00 AM,5,6,green,0,856,0,34.7,18,-36.217,-73.257,Tomé- Chile,South America,Chile
M 6.5,6.5,14/03/2010,8:08:00 AM,6,5,green,0,810,0,27,32,37.745,141.59,Namie- Japan,Asia,Japan
M 7.0,7,11/3/2010,2:55:00 AM,7,7,yellow,0,874,0,17.1,18,-34.326,-71.799,Santa Cruz- Chile,South America,Chile
M 6.9,6.9,11/3/2010,2:39:00 AM,7,7,yellow,0,1280,0,12.5,11,-34.29,-71.891,Santa Cruz- Chile,South America,Chile
M 6.8,6.8,5/3/2010,4:07:00 AM,4,6,green,0,717,0,23.2,26,-3.762,100.991,Bengkulu- Indonesia,Asia,Indonesia
M 6.6,6.6,5/3/2010,11:47:00 AM,7,7,yellow,0,736,0,27.8,18,-36.665,-73.374,Talcahuano- Chile,South America,Chile
M 6.5,6.5,4/3/2010,2:02:00 AM,0,4,green,0,650,0,18.7,176,-13.571,167.227,Sola- Vanuatu,Oceania,Vanuatu
M 7.4,7.4,27/02/2010,8:01:00 AM,0,5,green,0,842,0,17.6,35,-37.773,-75.048,Lebu- Chile,South America,Chile
M 8.8,8.8,27/02/2010,6:34:00 AM,8,8,yellow,0,1991,0,17.8,22.9,-36.122,-72.898,Quirihue- Chile,South America,Chile
M 7.0,7,26/02/2010,8:31:00 PM,6,6,green,0,1180,0,15.7,25,25.93,128.425,Katsuren-haebaru- Japan,Asia,Japan
M 7.0,7,12/1/2010,9:53:00 AM,9,9,yellow,0,1623,0,22.7,13,18.443,-72.571,Léogâne- Haiti,North America,Haiti
M 6.5,6.5,10/1/2010,12:27:00 PM,7,7,yellow,0,1360,0.3225,220,28.737,40.652,-124.692,Ferndale- California,North America,USA
M 6.8,6.8,5/1/2010,12:15:00 PM,3,6,green,0,713,0,15,15.4,-9.019,157.551,Gizo- Solomon Islands,Oceania,Solomon Islands
M 7.1,7.1,3/1/2010,10:36:00 AM,5,7,green,0,780,0,15,10,-8.783,157.354,Gizo- Solomon Islands,Oceania,Solomon Islands
M 6.6,6.6,3/1/2010,9:48:00 AM,5,7,yellow,0,672,0,16.6,10,-8.726,157.487,Gizo- Solomon Islands,Oceania,Solomon Islands
M 6.5,6.5,13/11/2009,3:05:00 AM,6,7,yellow,0,698,0,17.7,27,-19.394,-70.321,Iquique- Chile,South America,Chile
M 7.3,7.3,9/11/2009,10:44:00 AM,0,4,green,0,820,0,15,595,-17.239,178.331,Ba- Fiji,Oceania,Fiji
M 6.6,6.6,8/11/2009,7:41:00 AM,7,6,green,0,677,0,20.4,18,-8.207,118.631,Bima- Indonesia,Asia,Indonesia
M 6.8,6.8,30/10/2009,7:03:00 AM,0,6,green,0,711,0,21.4,34,29.218,129.782,Naze- Japan,Asia,Japan
M 6.9,6.9,24/10/2009,2:40:00 PM,4,6,green,0,972,0,11,130,-6.133,130.385,Tual- Indonesia,Asia,Indonesia
M 6.8,6.8,8/10/2009,8:28:00 AM,0,5,green,0,711,0,30.2,35,-13.298,165.91,Sola- Vanuatu,Oceania,Vanuatu
M 7.4,7.4,7/10/2009,11:13:00 AM,0,7,green,0,842,0,20.2,31.1,-13.093,166.497,Sola- Vanuatu,Oceania,Vanuatu
M 7.8,7.8,7/10/2009,10:18:00 AM,0,6,green,0,936,0,20.3,35,-12.517,166.382,Sola- Vanuatu,Oceania,Vanuatu
M 7.7,7.7,7/10/2009,10:03:00 AM,4,7,yellow,0,916,0,23.2,45,-13.006,166.51,Sola- Vanuatu,Oceania,Vanuatu
M 6.6,6.6,1/10/2009,1:52:00 AM,7,7,yellow,0,787,0,30.1,9,-2.482,101.524,Sungai Penuh- Indonesia,Asia,Indonesia
M 7.6,7.6,30/09/2009,10:16:00 AM,8,8,yellow,0,1639,0,14,81,-0.72,99.867,Pariaman- Indonesia,Asia,Indonesia
M 8.1,8.1,29/09/2009,5:48:00 PM,7,6,yellow,0,1055,0,20.8,18,-15.489,-172.095,Matavai- Samoa,Oceania,Samoa
M 7.0,7,2/9/2009,7:55:00 AM,7,7,yellow,0,1175,0,16.3,46,-7.782,107.297,Banjar- Indonesia,Asia,Indonesia
M 6.7,6.7,16/08/2009,7:38:00 AM,5,6,green,0,753,0,14.9,20,-1.479,99.49,Padang- Indonesia,Asia,Indonesia
M 6.6,6.6,12/8/2009,10:48:00 AM,4,5,green,0,703,0,14.1,53,32.821,140.395,Tateyama- Japan,Asia,Japan
M 7.5,7.5,10/8/2009,7:55:00 AM,7,6,green,0,1248,0,18.2,24,14.099,92.902,Bamboo Flat- India,Asia,India
M 7.1,7.1,9/8/2009,10:55:00 AM,5,4,green,0,1005,0,14.2,292,33.167,137.944,?yama- Japan,Asia,Japan
M 6.9,6.9,3/8/2009,5:59:00 AM,5,7,green,0,1202,0,35,10,29.039,-112.903,Bahía de Kino- Mexico,North America,Mexico
M 7.8,7.8,15/07/2009,9:22:00 AM,6,8,green,0,1165,0,16.8,12,-45.762,166.562,Te Anau- New Zealand,Oceania,New Zealand
M 6.7,6.7,23/06/2009,2:19:00 PM,5,5,green,0,693,0,13.8,64,-5.157,153.782,Kokopo- Papua New Guinea,Oceania,Papua New Guinea
M 7.3,7.3,28/05/2009,8:24:00 AM,7,8,yellow,0,1560,0,27.2,19,16.731,-86.217,Guanaja- Honduras,Central America,Honduras
M 7.6,7.6,19/03/2009,6:17:00 PM,7,5,green,0,916,0,14,31,-23.043,-174.66,?Ohonua- Tonga,Oceania,Tonga
M 7.2,7.2,11/2/2009,5:34:00 AM,3,7,green,0,802,0,18.6,20,3.886,126.387,Sarangani- Philippines,Asia,Philippines
M 7.4,7.4,3/1/2009,10:33:00 AM,7,7,yellow,0,846,0,21.1,23,-0.691,133.305,Manokwari- Indonesia,Asia,Indonesia
M 6.6,6.6,3/1/2009,8:23:00 AM,5,4,green,0,765,0,22.6,204.8,36.419,70.743,Jurm- Afghanistan,Asia,Afghanistan
M 7.7,7.7,3/1/2009,7:43:00 AM,5,7,green,0,918,0,29.8,17,-0.414,132.885,Manokwari- Indonesia,Asia,Indonesia
M 7.4,7.4,16/11/2008,5:02:00 PM,9,7,yellow,0,848,0,33.7,30,1.271,122.091,Gorontalo- Indonesia,Asia,Indonesia
M 6.7,6.7,16/10/2008,7:41:00 PM,5,6,green,0,731,0,28.6,24,14.423,-92.364,Brisas Barra de Suchiate- Mexico,North America,Mexico
M 6.7,6.7,5/10/2008,3:52:00 AM,0,6,green,0,691,0,22.3,27.4,39.533,73.824,Nookat- Kyrgyzstan,Asia,Kyrgyzstan
M 6.8,6.8,11/9/2008,12:20:00 PM,0,6,green,0,711,0,22.2,25,41.892,143.754,Obihiro- Japan,Asia,Japan
M 6.6,6.6,11/9/2008,12:00:00 PM,0,6,green,0,670,0,14.1,96,1.885,127.363,Tobelo- Indonesia,Asia,Indonesia
